1,2,3
5,9,12
8,8,10
7,8,13
7,12,13
11,12,13
5,6,11
2,5,10
4,7,13
10,10,13
3,6,11
4,4,11
6,9,12
2,2,9
3,3,11
4,8,12
3,3,12
11,13,15
8,12,13
6,6,11
11,15,15
4,6,10
4,6,12
0,0,10
0,0,11
7,12,13
5,8,11
5,5,11
4,7,11
4,4,12
5,5,11
5,8,11
2,4,12
6,8,11
5,6,10
7,11,12
8,10,13
7,10,13
6,10,12
6,6,11
9,9,13
8,10,12
2,2,10
0,0,9
6,7,10
6,8,12
6,10,13
5,5,11
8,12,14
4,9,11
2,2,10
9,11,13
0,0,9
6,7,11
5,5,12
0,0,9
6,6,11
4,8,11
2,4,11
4,4,10
4,8,12
8,10,12
2,2,9
3,5,12
9,9,14
6,12,14
6,10,13
2,4,10
4,8,11
8,10,13
4,8,11
6,9,12
2,5,10
2,2,9
6,8,12
6,11,13
4,8,11
2,5,10
12,16,16
6,6,10
9,12,13
6,10,12
8,10,13
7,12,14
10,12,14
7,7,12
5,10,12
13,16,16
8,11,12
2,5,11
6,11,12
4,4,12
7,12,14
6,8,11
10,12,13
3,6,11
2,2,9
6,10,12
4,4,10
8,13,15
6,9,13
2,4,10
2,4,11
2,4,13
2,4,10
8,10,14
4,6,11
6,6,11
6,10,12
6,6,11
5,11,11
11,11,14
4,8,11
8,11,14
6,8,12
5,5,10
4,7,11
8,8,14
2,4,12
4,9,11
10,11,13
5,7,11
11,13,13
7,10,12
4,8,11
0,0,10
0,0,10
0,0,9
2,2,12
8,13,14
2,2,9
4,9,11
4,7,11
4,9,11
3,6,11
4,8,12
7,7,12
4,8,11
6,6,11
4,8,11
11,12,14
5,8,12
7,9,13
8,12,14
9,11,13
6,8,12
6,11,12
7,7,11
7,11,14
11,11,14
4,6,12
9,10,12
2,2,10
2,4,10
8,11,13
8,10,12
9,11,13
4,6,12
5,10,12
2,2,9
5,9,13
4,8,11
2,2,10
2,5,11
2,4,10
0,0,9
10,10,11
4,8,12
7,9,14
6,9,13
0,0,11
6,6,11
4,6,12
2,5,10
4,10,11
2,4,10
10,11,13
6,10,11
5,7,11
5,5,11
4,6,11
6,10,13
4,4,10
2,4,10
6,10,12
5,5,11
10,13,14
7,11,13
4,8,11
6,6,11
7,10,14
6,10,12
6,8,12
2,5,11
10,10,13
4,6,12
7,11,13
4,6,11
5,11,12
2,5,11
5,8,12
6,6,11
6,6,11
4,8,13
4,10,11
6,6,11
0,0,10
4,4,11
4,6,11
4,7,11
7,7,12
3,8,12
0,0,9
3,6,13
4,9,12
4,7,11
2,6,10
6,10,12
7,12,14
6,8,11
4,7,11
6,7,12
7,11,14
6,7,11
5,7,11
5,9,12
0,0,12
4,4,11
2,5,9
9,12,14
0,0,9
6,11,14
4,9,12
2,4,11
6,6,10
5,7,11
4,6,10
7,12,13
2,4,11
5,9,11
4,4,10
5,5,13
6,8,11
4,8,11
4,11,12
4,8,11
8,10,13
4,10,12
2,4,11
4,4,10
4,4,12
4,7,11
4,4,10
5,9,12
6,6,11
2,2,12
6,10,13
2,2,9
8,9,12
8,12,14
6,9,13
2,2,11
4,7,12
6,8,12
10,12,13
2,5,10
2,5,10
5,5,11
5,7,11
7,7,12
4,8,11
2,4,10
6,12,12
6,9,12
6,9,13
7,8,12
8,9,12
6,10,13
3,7,12
6,10,12
2,5,10
8,10,12
0,0,10
2,4,10
4,5,12
2,5,11
2,5,10
7,10,12
8,10,13
5,10,12
5,5,11
6,8,11
3,5,11
5,10,13
5,11,12
5,11,12
4,4,10
2,5,11
5,8,12
9,12,14
8,13,14
2,4,10
2,5,11
4,8,12
6,10,13
12,15,17
6,8,11
5,9,13
8,11,12
9,11,13
0,0,9
14,15,15
4,6,13
5,8,12
3,10,13
3,3,11
5,6,11
5,5,10
6,12,12
4,8,11
4,4,10
4,8,11
3,7,11
3,3,11
2,4,11
3,6,11
7,10,12
5,13,12
2,4,10
2,2,10
8,10,13
9,11,12
10,11,13
4,5,11
4,6,12
4,7,12
2,5,10
11,13,14
4,7,12
0,0,9
4,7,11
7,9,12
4,9,10
4,8,11
2,2,10
2,5,10
2,4,10
7,8,12
5,7,12
4,5,10
6,9,13
7,9,12
4,4,10
4,8,11
4,7,11
7,9,12
3,3,10
4,7,11
2,6,10
10,13,14
5,7,11
4,9,12
8,14,15
6,10,12
7,11,13
2,7,10
2,5,12
5,5,11
5,9,12
6,11,12
2,4,12
7,10,13
4,9,11
9,10,13
0,0,11
5,9,12
7,9,12
4,6,13
5,9,12
4,4,11
3,3,10
6,9,12
6,6,11
5,9,13
5,10,12
5,9,13
7,11,13
4,4,10
2,2,10
4,7,10
7,9,11
2,5,10
4,5,10
4,7,12
9,9,14
5,7,11
7,12,12
9,13,15
2,2,10
5,8,13
6,8,11
5,7,11
4,7,11
8,12,14
7,10,13
10,14,14
8,10,11
6,8,11
4,4,10
4,4,10
3,8,13
4,8,11
4,9,12
6,10,12
8,12,13
6,9,12
0,0,9
2,4,12
9,13,14
4,4,10
4,4,10
8,11,13
7,12,13
9,13,15
2,4,10
8,10,13
5,10,12
2,2,11
6,12,13
8,13,13
4,4,10
4,6,10
6,9,12
7,10,12
8,9,12
5,9,13
6,11,12
4,4,10
2,4,12
2,4,10
2,5,10
4,4,9
6,10,12
8,13,14
7,10,13
7,10,12
6,8,14
2,2,12
8,12,14
8,8,12
7,12,12
7,10,13
5,5,10
6,9,14
6,10,13
4,6,12
6,8,11
2,4,10
13,16,16
4,4,10
7,7,11
0,0,9
2,5,11
6,9,12
4,4,12
5,9,12
4,8,11
4,8,10
4,6,10
6,9,12
9,13,15
9,11,12
9,11,13
8,12,13
8,10,11
6,12,12
3,8,11
0,0,9
6,9,12
5,7,11
6,6,10
7,9,12
0,0,9
8,11,13
8,10,12
4,6,14
2,6,11
6,6,11
2,5,10
6,10,13
11,12,13
5,10,13
6,8,11
2,4,10
2,2,9
0,0,10
4,7,11
5,5,10
0,0,9
0,0,10
4,4,10
6,9,11
6,7,11
2,2,9
7,12,14
6,6,11
7,9,12
2,2,10
7,8,11
5,9,13
6,6,11
4,7,11
2,5,10
2,5,11
6,11,13
6,10,12
7,11,15
7,12,13
4,8,12
6,11,13
5,7,11
5,9,12
3,3,10
8,12,13
2,2,10
5,10,13
4,8,11
2,4,10
6,11,12
4,4,10
0,0,10
4,6,10
6,6,11
0,0,9
5,10,11
4,4,10
8,12,13
6,10,12
2,4,11
4,6,11
6,9,12
4,4,11
9,9,12
4,4,10
4,5,11
2,4,10
4,4,9
8,10,12
6,7,10
3,6,11
0,0,9
10,15,15
4,8,12
2,2,9
8,9,12
6,6,11
5,9,12
2,2,11
2,2,10
9,11,14
6,8,12
2,5,11
3,5,10
10,10,14
4,7,11
2,2,9
6,6,11
4,8,12
4,9,12
4,8,12
4,7,12
7,12,14
5,6,12
0,0,9
4,5,10
5,8,12
2,2,10
6,11,12
8,8,11
11,14,15
6,9,13
2,2,10
4,9,11
0,0,9
8,12,13
8,8,12
5,8,12
6,6,11
5,9,12
2,4,11
11,14,15
4,5,10
4,9,11
3,3,11
3,5,11
7,8,11
6,9,11
4,9,11
6,6,11
10,13,14
4,4,11
4,6,13
2,9,10
8,13,15
3,3,10
11,13,15
4,4,10
8,11,13
2,2,9
5,5,12
0,0,9
8,10,13
2,2,10
2,2,9
4,6,12
2,4,10
8,12,13
4,7,11
6,8,12
4,8,11
0,0,10
4,4,10
6,10,12
2,2,10
4,8,11
9,13,14
3,3,10
5,8,14
4,7,11
2,2,11
2,4,11
5,10,11
2,4,10
7,10,13
3,7,11
4,6,10
6,6,12
2,2,10
7,9,13
2,5,10
6,8,12
9,11,16
7,12,14
2,7,10
6,10,12
4,4,10
12,13,15
8,11,14
8,10,13
3,3,9
4,4,10
5,5,11
5,9,12
2,2,9
4,8,12
4,6,11
6,7,11
8,8,13
2,5,11
2,2,11
2,2,12
3,5,14
8,13,13
6,6,10
2,4,11
15,16,16
6,7,12
6,11,12
4,6,11
7,11,13
0,0,9
2,2,9
9,15,15
4,8,11
4,7,12
9,13,14
4,7,13
6,8,11
2,2,10
10,11,14
7,10,13
6,10,12
6,6,12
7,11,12
5,7,12
2,2,10
6,10,12
7,9,11
10,15,17
5,10,12
2,2,10
11,11,14
4,7,11
0,0,10
4,4,11
2,2,10
6,11,12
8,11,13
10,12,13
5,9,12
0,0,9
8,11,13
2,2,11
6,10,14
13,16,16
7,10,14
2,2,11
7,9,12
11,11,13
0,0,9
4,4,10
0,0,9
6,10,12
4,6,10
4,4,10
2,4,11
2,4,11
4,6,10
6,10,12
2,5,11
0,0,9
8,11,14
0,0,10
5,7,11
6,8,11
3,5,10
9,14,15
4,6,11
4,10,13
0,0,9
8,12,14
7,11,14
7,7,12
4,6,11
10,14,14
6,8,11
6,9,12
7,7,11
6,9,12
7,8,12
8,13,14
4,4,9
4,7,12
0,0,9
2,4,10
2,4,11
6,12,13
6,6,10
10,13,15
7,7,12
4,4,10
4,7,10
5,9,12
4,5,12
4,6,10
5,5,13
2,4,11
4,4,11
4,8,11
3,9,12
6,9,12
4,6,11
9,13,14
5,9,12
2,2,10
8,13,14
7,9,13
4,9,11
5,6,11
4,7,11
6,8,13
5.015,7.254,11.609
