1,2,3
4,8,13
4,4,10
2,4,10
4,6,10
6,8,10
2,2,10
8,10,12
4,6,13
8,11,13
7,10,13
4,7,11
6,6,10
6,8,12
0,0,10
2,4,11
2,5,10
4,7,11
0,0,9
12,15,15
0,0,9
6,10,12
6,9,12
6,10,13
4,6,10
5,7,11
2,2,10
6,10,13
5,9,12
4,11,11
2,2,9
4,8,12
5,9,12
4,6,10
2,2,9
2,4,10
7,10,12
4,8,11
6,11,14
2,2,11
6,11,14
6,10,12
7,10,13
2,4,10
4,7,11
2,6,9
2,5,11
8,12,13
4,4,10
2,4,10
6,10,11
6,6,11
